student_id,age,gender,department,semester,attendance_pct,assignment_avg,assignment_completion_pct,quiz_avg,quiz_attempts,study_hours_week,participation_score,lms_login_count,lms_active_days,resources_accessed,video_completion_pct,previous_gpa,previous_failures,late_assignments,discussion_participation,support_requested,midterm_score,final_score,performance_level,risk_level
STU100985,20,Female,AI&DS,4,67.7,69.2,70.0,72.7,11,16.0,67.7,23,20.0,51,85.0,7.77,0,4,5.0,No,68.9,64.0,Average,Medium
STU100986,23,Female,CSE,5,85.1,64.2,84.0,68.0,17,13.7,78.3,40,26.0,53,78.6,5.42,1,3,19.0,No,65.3,56.7,Average,Medium
STU100987,20,Male,AI&DS,7,54.5,52.8,45.7,48.7,7,1.0,41.0,12,8.0,28,36.1,6.26,0,4,4.0,Yes,49.8,47.0,Poor,High
STU100988,18,Male,EEE,7,68.5,54.2,88.2,57.4,11,10.7,37.5,20,10.0,44,24.5,6.04,1,0,6.0,No,55.3,53.4,Average,Medium
STU100989,22,Female,IT,6,72.4,51.4,51.5,55.4,9,5.6,51.8,17,15.0,32,38.5,6.54,1,6,6.0,No,54.5,53.0,Average,Medium
STU100990,19,Female,EEE,2,64.2,64.4,52.9,60.7,12,10.0,50.9,21,12.0,38,48.3,5.29,2,5,11.0,Yes,66.0,32.6,Poor,High
STU100991,22,Male,ECE,6,91.1,84.1,77.9,59.7,14,18.4,78.5,39,,48,88.3,7.32,2,3,8.0,No,61.9,64.4,Average,Medium
STU100992,23,Female,AI&DS,4,67.3,78.7,81.0,64.5,11,23.8,50.1,28,15.0,25,48.3,7.51,0,3,10.0,No,73.0,57.6,Average,Medium
STU100993,18,Male,EEE,8,97.2,80.0,91.1,67.9,14,23.0,63.4,28,22.0,46,70.0,7.9,1,2,12.0,No,85.5,89.1,Excellent,Low
STU100994,24,Male,CSE,4,86.9,79.3,64.8,79.1,17,15.3,76.8,39,23.0,59,91.4,7.21,0,2,16.0,No,72.6,71.6,Good,Low
STU100995,22,Female,CSE,7,75.8,80.9,89.4,46.6,11,14.5,66.6,32,20.0,20,44.7,6.69,2,3,9.0,Yes,67.9,59.0,Average,Medium
STU100996,18,Male,CSE,6,79.0,65.6,89.1,73.6,17,15.7,82.4,29,21.0,45,80.6,6.61,1,1,12.0,No,72.5,65.0,Average,Medium
STU100997,19,Female,CIVIL,4,69.9,70.7,80.7,58.8,11,10.1,41.3,26,14.0,36,67.6,7.67,0,2,7.0,Yes,56.9,63.0,Average,Medium
STU100998,19,Female,AI&DS,3,76.3,58.1,74.3,61.5,10,11.5,68.8,20,9.0,21,71.5,6.88,2,0,8.0,No,74.2,59.1,Average,Medium
STU100999,24,Male,IT,3,85.4,60.3,86.4,57.6,16,12.5,56.1,25,19.0,32,77.6,,1,4,11.0,Yes,78.1,67.3,Good,Low
STU101000,23,Male,ECE,5,61.7,74.1,74.5,75.6,16,21.7,84.1,37,18.0,47,68.3,7.65,2,3,11.0,Yes,77.7,53.9,Average,Medium
STU101001,20,Female,MECH,8,86.9,71.2,75.1,69.8,17,14.7,55.0,17,12.0,36,69.5,6.6,1,0,11.0,No,65.3,82.5,Excellent,Low
STU101002,21,Female,CIVIL,8,71.9,59.1,70.2,56.0,7,7.1,63.4,11,8.0,35,59.6,4.66,2,0,12.0,Yes,66.2,62.5,Average,Medium
STU101003,20,Female,IT,4,71.6,66.4,73.1,47.4,13,10.8,57.0,22,11.0,34,71.8,6.47,0,3,10.0,Yes,60.2,49.9,Poor,High
STU101004,20,Female,CSE,2,85.4,62.9,83.3,76.5,13,16.8,72.8,28,15.0,14,61.3,6.83,1,2,8.0,No,69.2,73.0,Good,Low
STU101005,22,Female,CSE,3,79.9,55.5,57.5,68.6,14,12.7,51.4,33,19.0,42,67.6,5.95,2,1,10.0,No,74.0,64.1,Average,Medium
STU101006,19,Male,CSE,5,81.9,75.7,83.1,62.9,16,14.0,90.0,45,19.0,58,76.8,6.11,2,2,13.0,No,71.3,72.3,Good,Low
STU101007,23,Male,ECE,4,76.4,67.7,69.5,70.2,16,17.9,81.7,35,16.0,31,76.9,6.65,2,3,11.0,Yes,66.1,56.4,Average,Medium
STU101008,24,Male,CSE,2,81.3,50.4,74.1,67.9,8,16.6,58.4,22,17.0,15,60.3,6.64,0,5,6.0,No,65.9,63.9,Average,Medium
STU101009,24,Male,EEE,3,67.2,73.7,65.8,53.3,10,19.6,56.3,25,14.0,33,44.6,5.97,1,4,10.0,Yes,59.9,43.0,Poor,High
STU101010,19,Female,AI&DS,6,70.6,67.3,65.3,51.1,8,13.0,61.8,18,14.0,39,52.1,7.31,1,3,8.0,No,54.6,54.6,Average,Medium
STU101011,20,Other,IT,3,60.7,50.4,74.9,49.1,13,9.5,,28,13.0,33,90.7,4.59,1,6,10.0,Yes,55.7,49.1,Poor,High
STU101012,19,Female,CIVIL,3,85.2,91.0,89.1,59.5,9,16.4,61.6,24,18.0,43,80.2,7.88,0,1,11.0,Yes,80.9,60.7,Average,Medium
STU101013,22,Female,MECH,4,74.0,75.2,78.0,54.3,9,15.8,47.0,28,13.0,21,79.4,7.34,2,3,12.0,No,62.7,65.2,Good,Low
STU101014,20,Male,MECH,8,61.4,56.7,72.4,50.3,7,8.1,67.2,21,10.0,22,67.2,5.34,2,4,7.0,Yes,59.1,57.7,Average,Medium
STU101015,20,Female,CSE,7,70.6,59.2,64.4,53.6,19,5.2,79.7,22,14.0,40,85.6,5.3,2,3,11.0,Yes,66.2,46.9,Poor,High
STU101016,18,Male,CSE,4,59.5,61.3,46.5,41.8,6,10.5,56.9,12,15.0,29,44.3,4.56,1,2,11.0,No,44.7,50.6,Average,Medium
STU101017,21,Female,ECE,7,61.9,60.3,44.9,67.2,11,12.8,61.0,15,8.0,37,65.7,6.82,2,5,5.0,Yes,69.3,42.7,Poor,High
STU101018,21,Female,IT,8,65.6,61.8,67.4,55.3,11,12.2,67.1,28,24.0,38,69.7,5.82,1,3,8.0,Yes,55.3,52.4,Average,Medium
STU101019,21,Female,CSE,3,66.9,55.8,69.1,47.3,6,18.3,52.5,21,8.0,50,67.7,5.82,1,0,10.0,Yes,61.1,63.7,Average,Medium
STU101020,20,Female,ECE,2,76.7,63.1,80.1,66.9,12,13.0,72.8,25,19.0,10,63.8,8.55,1,2,8.0,No,70.7,72.2,Good,Low
STU101021,23,Male,CIVIL,3,89.6,76.2,86.4,74.9,19,19.4,66.2,31,19.0,46,59.7,6.84,3,1,10.0,No,82.9,72.4,Good,Low
STU101022,22,Female,AI&DS,7,92.4,58.7,69.1,58.0,12,11.5,72.6,32,21.0,34,66.4,6.25,2,4,12.0,Yes,56.0,58.4,Average,Medium
STU101023,19,Male,IT,2,88.5,67.6,90.1,83.3,20,17.3,92.1,36,26.0,43,100.0,6.78,0,1,13.0,No,83.2,84.7,Excellent,Low
STU101024,20,Female,IT,3,91.3,69.2,79.6,67.7,18,13.3,85.9,30,23.0,46,64.4,6.56,1,1,14.0,No,80.5,70.7,Good,Low
STU101025,22,Male,CSE,8,58.5,30.4,38.0,41.3,8,6.6,29.7,19,,29,59.5,4.5,2,3,14.0,Yes,44.1,38.6,Poor,High
STU101026,18,Female,EEE,3,42.0,54.4,65.8,54.1,5,13.5,57.8,20,13.0,34,47.7,5.9,1,5,3.0,Yes,69.3,54.2,Average,Medium
STU101027,20,Male,CSE,5,60.3,38.2,51.5,32.9,6,3.3,42.6,16,11.0,24,57.9,4.79,2,5,3.0,Yes,40.3,34.7,Poor,High
STU101028,24,Female,ECE,8,78.0,72.8,66.1,46.7,13,11.3,63.5,18,16.0,24,44.4,6.36,1,2,14.0,Yes,67.5,51.8,Average,Medium
STU101029,21,Female,IT,7,82.4,,75.7,78.0,9,13.5,52.1,28,18.0,26,63.2,7.54,2,3,10.0,No,80.4,61.8,Average,Medium
STU101030,21,Male,CSE,4,89.1,77.9,88.3,61.5,17,29.5,72.3,37,25.0,41,64.1,8.24,0,1,13.0,No,85.9,83.7,Excellent,Low
STU101031,22,Female,IT,3,87.1,65.0,85.8,83.2,14,17.8,84.0,39,16.0,50,67.8,7.11,0,3,9.0,Yes,75.8,70.7,Good,Low
STU101032,20,Female,IT,6,83.3,57.8,76.5,82.9,15,15.0,94.7,30,25.0,59,92.4,6.41,1,1,18.0,Yes,78.8,78.7,Good,Low
STU101033,23,Female,MECH,4,71.2,43.5,63.5,51.2,12,13.2,68.5,22,17.0,24,52.9,5.56,1,1,13.0,No,57.7,52.5,Average,Medium
STU101034,18,Male,AI&DS,7,72.5,75.8,65.9,73.0,14,8.8,89.7,24,20.0,43,64.9,7.1,0,2,13.0,No,65.2,64.4,Average,Medium
STU101035,21,Female,AI&DS,6,73.2,56.0,81.3,62.0,13,14.8,65.4,23,23.0,33,57.5,6.64,0,3,10.0,No,60.5,63.8,Average,Medium
STU101036,22,Male,ECE,4,69.2,65.1,82.8,69.9,18,15.3,78.4,31,24.0,48,72.5,6.45,2,3,11.0,No,64.6,64.4,Average,Medium
STU101037,19,Male,CSE,4,75.8,79.8,71.6,60.7,11,11.2,54.8,22,11.0,28,57.4,8.36,0,2,9.0,No,69.3,64.2,Average,Medium
STU101038,23,Male,CSE,2,70.8,63.2,58.6,,13,18.7,63.4,20,16.0,25,68.9,6.55,3,4,12.0,No,72.4,43.9,Poor,High
STU101039,18,Female,CSE,6,81.1,86.5,62.0,72.8,12,14.9,63.8,30,13.0,32,67.7,7.77,1,1,6.0,Yes,70.2,62.3,Average,Medium
STU101040,22,Male,MECH,8,60.5,65.9,50.3,50.5,9,9.7,37.6,13,16.0,48,40.4,8.11,0,1,13.0,No,59.2,53.1,Average,Medium
STU101041,22,Female,CSE,8,67.3,49.4,83.7,32.8,15,11.9,62.8,33,19.0,12,66.0,5.89,1,0,13.0,Yes,48.1,58.8,Average,Medium
STU101042,23,Male,AI&DS,6,72.6,80.1,76.7,73.6,14,13.5,84.2,37,19.0,38,77.9,7.76,1,3,16.0,No,82.7,62.6,Average,Medium
STU101043,19,Male,MECH,7,63.0,87.8,74.3,62.9,12,9.3,57.6,29,13.0,33,60.5,7.46,1,0,10.0,Yes,68.1,74.2,Good,Low
STU101044,19,Female,CSE,8,58.9,58.1,61.2,60.7,10,11.6,70.3,17,14.0,28,53.6,6.64,3,4,11.0,No,60.5,35.8,Poor,High
STU101045,22,Male,AI&DS,3,76.5,49.6,64.0,45.2,11,10.3,54.4,21,13.0,20,69.9,5.46,1,4,13.0,Yes,55.4,48.5,Poor,High
STU101046,24,Male,CSE,7,53.0,33.3,58.6,57.1,14,5.2,52.2,19,13.0,22,51.7,6.46,2,4,6.0,No,44.5,32.2,Poor,High
STU101047,23,Male,CSE,2,76.3,42.1,72.8,63.5,13,9.4,62.6,24,19.0,39,80.4,5.73,1,3,13.0,Yes,50.6,53.3,Average,Medium
STU101048,19,Male,AI&DS,7,90.0,84.8,89.3,71.9,16,13.3,85.5,39,26.0,53,100.0,7.0,0,1,12.0,No,84.6,71.5,Good,Low
STU101049,20,Male,CSE,3,74.8,,72.8,,9,9.6,59.0,25,13.0,39,58.1,6.48,2,1,10.0,No,51.8,55.7,Average,Medium
STU101050,19,Female,ECE,6,84.9,59.3,82.3,71.7,14,16.7,56.3,20,20.0,40,66.0,8.22,2,1,10.0,No,73.4,62.6,Average,Medium
STU101051,23,Female,CSE,2,58.9,49.0,48.8,27.5,8,9.2,52.8,24,2.0,7,44.9,6.66,1,6,7.0,Yes,49.4,27.4,Poor,High
STU101052,21,Male,AI&DS,2,75.4,80.6,65.1,45.2,9,11.7,69.7,16,7.0,37,59.7,6.86,0,4,5.0,Yes,76.7,64.2,Average,Medium
STU101053,21,Male,MECH,6,81.9,63.9,53.9,65.2,12,7.3,66.4,24,12.0,37,35.5,6.86,1,1,8.0,No,75.2,43.3,Poor,High
STU101054,18,Female,EEE,8,100.0,100.0,85.5,75.5,15,20.2,90.4,37,24.0,50,54.6,9.39,0,0,16.0,Yes,90.9,86.3,Excellent,Low
STU101055,22,Male,AI&DS,2,61.0,42.1,61.7,39.5,9,5.7,47.9,23,11.0,39,58.1,4.96,2,7,9.0,Yes,50.4,24.2,Poor,High
STU101056,21,Male,IT,7,69.4,90.4,78.8,75.0,13,12.0,69.7,16,26.0,37,80.8,7.95,0,0,12.0,No,70.9,77.2,Good,Low
STU101057,18,Male,CIVIL,7,77.1,60.8,75.0,74.1,15,16.5,97.5,32,22.0,57,82.9,7.88,1,2,14.0,No,73.9,63.7,Average,Medium
STU101058,19,Female,EEE,7,60.8,55.7,59.3,67.3,6,7.5,51.4,19,12.0,39,59.2,7.08,1,4,8.0,Yes,56.2,49.4,Poor,High
STU101059,23,Female,ECE,3,56.5,55.7,72.3,72.3,10,13.1,64.6,26,18.0,34,64.1,6.75,2,4,8.0,Yes,70.6,51.1,Average,Medium
STU101060,23,Male,CSE,8,90.3,,70.6,61.6,16,14.9,63.1,25,16.0,33,77.4,6.97,1,2,13.0,No,68.1,59.5,Average,Medium
STU101061,21,Male,ECE,6,61.4,71.8,78.1,52.2,13,10.5,75.8,31,23.0,34,81.1,7.43,3,3,8.0,Yes,67.5,65.5,Good,Low
STU101062,23,Female,EEE,3,100.0,77.0,87.6,66.3,17,22.4,79.6,41,20.0,47,81.4,8.09,1,1,14.0,No,77.9,72.4,Good,Low
STU101063,23,Male,IT,8,74.3,67.3,63.6,56.7,10,9.8,60.3,28,12.0,51,71.7,5.66,2,4,9.0,No,64.6,51.1,Average,Medium
STU101064,22,Male,IT,3,66.9,65.7,81.3,76.4,15,13.1,49.3,31,20.0,59,71.9,7.36,2,8,10.0,Yes,78.0,61.2,Average,Medium
STU101065,19,Female,CSE,5,62.7,53.7,43.1,73.2,10,7.8,50.0,24,10.0,36,50.2,6.13,2,8,7.0,Yes,58.4,38.3,Poor,High
STU101066,20,Male,IT,3,80.8,60.3,75.9,66.6,17,14.3,79.4,34,21.0,43,84.8,5.8,1,3,11.0,Yes,71.0,63.7,Average,Medium
STU101067,23,Male,MECH,4,75.3,68.6,80.0,35.0,11,10.2,72.3,22,15.0,28,65.6,5.58,2,2,13.0,Yes,58.1,56.5,Average,Medium
STU101068,20,Female,MECH,6,82.8,73.7,80.8,78.2,15,12.8,75.4,34,24.0,54,83.8,6.65,3,2,16.0,No,77.7,71.6,Good,Low
STU101069,22,Female,IT,8,80.6,78.0,62.5,63.0,12,13.3,65.0,27,16.0,28,67.5,7.01,1,4,3.0,Yes,71.5,56.2,Average,Medium
STU101070,23,Male,AI&DS,5,66.1,61.6,69.3,44.7,10,13.3,66.0,30,15.0,43,,6.72,1,1,8.0,Yes,60.6,53.4,Average,Medium
STU101071,21,Male,AI&DS,6,72.3,56.7,84.3,68.7,14,10.4,60.5,24,17.0,25,71.5,6.91,0,4,10.0,Yes,78.9,55.6,Average,Medium
STU101072,21,Male,IT,2,71.4,42.5,62.2,49.0,7,14.7,42.8,5,5.0,3,35.4,6.33,2,4,3.0,No,45.7,42.5,Poor,High
STU101073,19,Male,CSE,3,72.9,72.7,68.0,68.1,10,11.2,63.2,21,16.0,42,51.6,6.39,0,0,10.0,Yes,65.6,62.2,Average,Medium
STU101074,21,Male,MECH,6,67.9,34.9,74.7,39.7,9,9.8,48.1,17,15.0,27,56.2,4.9,0,4,7.0,Yes,45.5,52.6,Average,Medium
STU101075,18,Male,CIVIL,2,54.7,49.3,62.1,68.5,8,9.3,43.7,18,14.0,37,53.3,5.64,1,3,9.0,Yes,63.4,54.9,Average,Medium
STU101076,18,Male,IT,4,86.7,71.8,47.5,69.1,8,12.4,62.1,20,15.0,46,50.4,7.91,2,4,10.0,No,74.6,54.7,Average,Medium
STU101077,21,Male,CSE,2,89.8,66.2,84.0,62.2,17,21.0,54.4,30,16.0,16,70.5,7.2,1,1,14.0,No,65.4,67.5,Good,Low
STU101078,19,Male,MECH,5,81.1,89.9,100.0,100.0,13,22.2,58.4,29,23.0,42,69.1,8.71,1,0,12.0,Yes,100.0,83.7,Excellent,Low
STU101079,20,Female,CSE,3,81.4,52.2,68.6,57.4,13,14.0,61.0,16,13.0,21,50.1,5.61,2,2,5.0,No,51.6,62.2,Average,Medium
STU101080,20,Female,IT,3,68.7,76.2,85.1,72.7,10,18.1,68.7,31,21.0,49,59.7,8.51,0,3,13.0,Yes,68.8,69.1,Good,Low
STU101081,21,Other,ECE,5,70.1,61.3,49.6,55.2,12,7.2,52.8,21,15.0,20,63.2,6.48,0,0,9.0,No,74.8,51.5,Average,Medium
STU101082,22,Female,EEE,3,84.9,45.9,63.7,28.3,14,15.0,63.3,29,20.0,11,76.4,5.41,1,3,8.0,Yes,42.6,53.8,Average,Medium
STU101083,21,Female,CIVIL,7,94.4,74.6,86.1,70.2,9,14.3,71.9,24,17.0,27,71.9,6.69,0,0,9.0,Yes,72.6,62.1,Average,Medium
STU101084,23,Male,ECE,5,83.5,58.3,86.8,59.1,15,12.6,64.1,42,23.0,51,74.3,6.78,1,3,10.0,No,76.7,67.3,Good,Low
STU101085,21,Female,ECE,8,71.6,59.3,67.3,57.6,14,24.1,35.6,25,15.0,51,64.9,7.27,1,6,9.0,No,54.5,62.0,Average,Medium
STU101086,24,Female,ECE,3,51.0,57.4,68.3,55.2,11,,,18,13.0,19,67.5,6.93,2,5,8.0,Yes,45.8,49.0,Poor,High
STU101087,24,Female,EEE,2,64.5,53.7,58.4,35.7,11,9.4,54.1,10,14.0,14,49.8,4.76,0,3,2.0,Yes,49.3,56.0,Average,Medium
STU101088,20,Female,MECH,4,63.4,53.4,54.8,46.5,9,9.0,55.1,20,10.0,22,41.0,4.93,0,4,3.0,Yes,50.4,45.6,Poor,High
STU101089,23,Male,CIVIL,2,66.9,73.7,66.8,54.7,11,13.5,44.3,21,10.0,40,69.6,7.12,2,4,7.0,No,67.3,51.6,Average,Medium
STU101090,21,Female,CSE,4,58.9,38.2,55.2,38.4,11,7.9,48.0,20,5.0,43,43.4,6.28,1,4,8.0,Yes,46.3,22.0,Poor,High
STU101091,24,Female,AI&DS,7,77.8,62.8,71.1,,9,12.8,61.4,10,16.0,27,51.4,5.02,2,7,3.0,Yes,52.1,45.2,Poor,High
STU101092,23,Female,ECE,8,67.5,62.7,69.6,54.8,12,9.1,65.0,16,15.0,43,57.4,6.52,0,4,8.0,No,61.8,56.9,Average,Medium
STU101093,20,Male,CSE,5,94.0,71.1,86.2,52.8,15,18.1,76.5,25,21.0,47,98.5,6.81,2,0,15.0,Yes,69.7,68.5,Good,Low
STU101094,20,Male,MECH,3,67.1,65.7,78.3,46.0,6,13.4,51.2,13,10.0,40,62.5,7.19,2,3,11.0,No,59.5,51.9,Average,Medium
STU101095,24,Female,ECE,4,61.6,63.1,53.2,52.8,11,10.0,65.1,23,11.0,22,56.9,7.08,1,4,8.0,Yes,70.9,38.8,Poor,High
STU101096,21,Male,CSE,4,71.7,67.8,74.2,70.3,11,16.0,61.8,24,13.0,36,70.7,8.07,1,3,8.0,No,68.9,64.2,Average,Medium
STU101097,22,Female,EEE,2,82.3,89.8,77.2,87.9,16,22.3,60.8,21,15.0,25,69.7,7.75,0,2,13.0,No,84.0,71.2,Good,Low
STU101098,22,Male,AI&DS,7,96.4,80.9,87.2,77.8,19,17.8,93.6,25,23.0,51,88.7,6.96,0,2,12.0,No,83.9,79.1,Good,Low
STU101099,19,Male,MECH,7,77.8,77.7,80.3,72.6,12,17.1,65.5,29,16.0,54,68.4,8.52,0,1,7.0,No,78.4,75.6,Good,Low
STU101100,19,Female,CSE,4,,68.4,93.3,66.0,14,19.0,67.7,36,23.0,50,76.6,6.64,1,2,12.0,No,81.6,81.9,Excellent,Low
STU101101,24,Female,CSE,5,90.6,93.9,88.1,69.9,15,17.3,77.9,38,23.0,45,77.3,7.75,0,4,17.0,No,80.7,68.9,Good,Low
STU101102,19,Female,CSE,5,76.9,71.6,69.0,71.0,16,16.5,74.6,36,12.0,29,50.9,7.63,0,3,14.0,No,73.0,72.2,Good,Low
STU101103,24,Female,ECE,5,62.5,70.1,62.9,72.9,9,12.6,55.4,26,17.0,50,54.0,7.93,2,3,7.0,Yes,66.2,54.5,Average,Medium
STU101104,20,Female,MECH,7,78.9,69.1,66.3,70.2,13,21.4,52.2,35,17.0,31,67.3,5.81,0,5,5.0,Yes,70.5,68.8,Good,Low
STU101105,23,Female,EEE,6,61.2,59.0,60.8,41.8,6,11.6,56.1,31,13.0,20,45.1,5.05,0,4,7.0,Yes,49.3,43.5,Poor,High
STU101106,22,Female,CSE,2,74.6,80.4,88.0,69.7,17,25.2,75.8,30,22.0,29,98.8,6.94,1,1,13.0,No,60.7,70.0,Good,Low
STU101107,18,Female,EEE,3,57.9,50.0,62.4,44.2,12,16.5,58.6,26,12.0,33,66.9,5.22,1,1,11.0,Yes,41.0,50.5,Average,Medium
STU101108,19,Female,ECE,8,58.1,42.6,57.2,28.9,6,8.0,34.7,4,13.0,38,47.7,5.52,2,1,10.0,Yes,41.2,42.6,Poor,High
STU101109,24,Female,CIVIL,4,83.2,,76.8,71.7,19,18.9,73.3,36,20.0,46,78.2,7.56,0,2,17.0,Yes,82.3,68.0,Good,Low
STU101110,19,Female,AI&DS,5,69.4,65.7,73.9,64.3,11,16.8,72.3,22,23.0,53,,7.23,2,6,11.0,No,73.4,66.5,Good,Low
STU101111,19,Female,MECH,7,87.1,70.8,86.2,83.6,15,20.5,78.5,36,17.0,41,89.2,7.86,0,1,14.0,Yes,68.5,80.1,Excellent,Low
STU101112,19,Female,EEE,7,83.2,64.1,89.0,48.7,9,14.5,74.7,27,16.0,37,72.2,6.22,2,0,9.0,No,78.0,63.8,Average,Medium
STU101113,22,Female,EEE,5,71.3,47.8,50.2,39.7,12,13.5,71.6,25,15.0,31,52.2,5.9,3,5,11.0,Yes,60.6,43.5,Poor,High
STU101114,23,Female,ECE,8,64.6,,78.3,65.8,10,6.5,60.5,16,15.0,25,53.8,7.14,1,3,12.0,Yes,62.7,59.1,Average,Medium
STU101115,24,Female,CSE,6,76.4,69.6,85.6,54.5,13,11.7,75.5,27,18.0,33,59.5,7.75,2,2,7.0,Yes,68.8,60.9,Average,Medium
STU101116,24,Male,CSE,8,70.0,57.3,68.2,52.0,8,11.4,44.8,24,13.0,25,44.7,6.55,1,1,9.0,No,45.4,65.7,Good,Low
STU101117,24,Male,CIVIL,5,68.5,75.4,84.2,72.7,9,14.0,50.5,25,18.0,34,69.2,8.38,1,4,10.0,No,74.2,56.8,Average,Medium
STU101118,24,Male,EEE,3,51.6,51.8,47.0,54.6,4,4.7,38.8,1,5.0,10,40.5,6.41,0,4,6.0,Yes,50.5,39.4,Poor,High
STU101119,21,Male,EEE,2,79.9,72.1,63.1,75.6,15,16.5,59.3,25,13.0,49,72.0,6.19,1,4,11.0,No,68.1,54.7,Average,Medium
STU101120,23,Male,ECE,5,61.4,55.5,57.0,44.0,9,5.9,31.9,14,15.0,4,36.5,5.19,1,4,7.0,Yes,48.5,35.2,Poor,High
STU101121,22,Male,CSE,8,74.1,73.1,74.6,62.5,11,12.0,72.5,23,21.0,42,78.6,7.64,1,5,12.0,No,63.1,52.8,Average,Medium
STU101122,18,Male,AI&DS,4,62.1,58.0,52.2,53.3,3,14.1,54.0,12,13.0,10,40.9,7.13,0,4,4.0,No,52.0,52.1,Average,Medium
STU101123,18,Female,EEE,7,76.8,58.0,68.6,44.6,13,14.9,43.6,24,9.0,35,49.5,6.71,2,2,5.0,Yes,59.5,37.6,Poor,High
STU101124,18,Female,CSE,5,73.3,65.4,81.4,62.1,7,10.8,49.5,34,14.0,29,55.7,6.54,2,3,10.0,No,62.0,41.9,Poor,High
STU101125,20,Female,IT,7,69.6,66.9,72.1,52.1,12,9.0,66.3,23,14.0,28,39.7,5.64,2,3,6.0,No,57.6,44.8,Poor,High
STU101126,21,Male,CSE,7,85.8,71.1,83.6,46.6,15,12.0,82.0,25,24.0,48,60.5,7.54,1,0,12.0,No,67.1,65.3,Good,Low
STU101127,22,Male,MECH,6,70.7,79.7,59.7,60.8,13,21.5,79.6,29,23.0,30,61.7,8.23,0,0,19.0,No,75.8,70.4,Good,Low
STU101128,21,Male,AI&DS,4,79.9,54.6,60.7,57.2,11,17.1,56.2,25,16.0,46,59.0,6.23,2,2,12.0,Yes,60.9,50.5,Average,Medium
STU101129,20,Male,IT,4,72.6,67.1,74.6,63.9,15,14.4,65.5,32,15.0,41,77.2,5.62,1,4,9.0,No,58.5,59.1,Average,Medium
STU101130,23,Male,CIVIL,5,55.4,46.8,65.3,33.6,12,8.3,60.0,22,10.0,22,65.0,4.19,1,3,7.0,No,38.7,51.6,Average,Medium
STU101131,24,Female,AI&DS,7,58.0,46.4,54.9,38.6,13,6.7,66.4,26,13.0,8,66.8,6.21,2,5,12.0,No,45.7,38.6,Poor,High
STU101132,19,Male,ECE,6,58.7,67.0,66.0,68.6,12,13.6,53.5,21,21.0,46,49.7,,0,3,8.0,Yes,51.0,55.0,Average,Medium
STU101133,19,Female,IT,3,53.2,57.9,70.6,48.0,7,13.7,79.0,23,10.0,25,49.9,4.76,1,5,10.0,Yes,53.1,54.4,Average,Medium
STU101134,24,Female,EEE,3,74.6,76.0,79.0,83.6,14,17.4,82.1,37,21.0,54,87.0,7.41,0,5,10.0,No,65.8,71.1,Good,Low
STU101135,24,Male,CSE,4,63.6,61.8,57.2,64.8,8,12.5,53.6,14,10.0,30,37.3,5.86,2,3,7.0,No,54.4,52.0,Average,Medium
STU101136,20,Female,CIVIL,6,88.8,83.9,66.7,86.2,14,13.5,69.4,28,19.0,62,50.1,7.3,0,1,11.0,No,82.7,73.9,Good,Low
STU101137,21,Female,AI&DS,7,63.2,72.6,64.7,58.7,11,15.3,57.8,20,8.0,24,43.1,6.75,1,3,10.0,No,67.1,52.2,Average,Medium
STU101138,22,Male,AI&DS,3,83.3,66.3,73.1,46.8,15,10.2,69.7,30,14.0,44,69.1,5.51,2,3,11.0,No,54.7,45.2,Poor,High
STU101139,22,Female,CIVIL,7,89.8,64.1,90.3,38.9,11,14.3,49.3,23,,46,58.9,6.56,1,0,10.0,No,,68.5,Good,Low
STU101140,24,Female,IT,6,48.1,67.2,64.6,52.7,10,14.1,37.5,13,7.0,14,35.6,8.15,1,0,8.0,Yes,43.3,57.2,Average,Medium
STU101141,18,Female,CSE,3,92.6,72.0,91.0,94.0,15,22.5,74.4,32,19.0,48,82.6,7.66,1,3,14.0,No,89.8,88.3,Excellent,Low
STU101142,21,Female,AI&DS,3,71.0,50.0,71.5,38.1,15,11.2,54.9,23,14.0,27,64.0,5.35,2,2,10.0,Yes,47.5,41.7,Poor,High
STU101143,19,Male,AI&DS,3,54.0,28.4,38.9,46.4,3,9.3,32.7,11,9.0,18,56.9,4.44,3,3,2.0,Yes,38.2,36.3,Poor,High
STU101144,23,Male,IT,7,64.2,49.2,77.2,45.9,11,11.6,60.7,22,16.0,39,78.1,5.26,2,1,14.0,Yes,46.1,45.7,Poor,High
STU101145,22,Female,IT,3,71.8,76.3,67.9,75.3,14,20.7,71.1,26,16.0,51,74.1,5.04,1,2,10.0,No,78.1,60.2,Average,Medium
STU101146,23,Female,IT,3,83.5,58.0,81.5,74.2,18,20.4,64.6,29,22.0,44,86.6,7.91,1,0,12.0,No,71.1,61.5,Average,Medium
STU101147,24,Female,CSE,4,65.4,78.1,63.6,64.6,10,13.1,73.5,22,19.0,40,88.1,7.22,0,1,9.0,No,68.7,67.6,Good,Low
STU101148,23,Female,CSE,6,89.0,73.1,64.7,61.6,9,11.6,42.5,18,10.0,16,46.3,4.54,1,3,5.0,No,53.7,62.6,Average,Medium
STU101149,23,Female,EEE,5,75.7,76.3,93.3,65.2,13,18.4,73.3,31,16.0,34,56.6,7.53,1,1,8.0,No,61.7,78.5,Good,Low
